機關名稱,標案案號,標案名稱,決標方式,採購金額,預算金額,標的分類,招標方式,採購金額級距,決標日期
臺北市立圖書館,1080402LAI,108年盲用點字印表機及觸摸顯示器建置案,最有利標,1469800,1469800,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/18
臺北市立天文科學教育館,108D11,宇宙探險軌道車動力減速機及車輪組採購案,最低標,660000,660000,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/5/22
臺北市南港區南港國民小學,10806,108年度附設幼兒園增設兩歲專班暨體能生活教室改善工程,最低標,4075987,4075987,工程類,公開招標,公告金額以上未達查核金額,2019/5/2
臺北市信義區福德國民小學,10811,108年度建置班級冷氣電源改善工程委託規劃設計及監造技術服務案,最有利標,571693,571693,勞務類,公開取得報價單或企劃書,未達公告金額,2019/4/26
臺北市立大學,108A003,新式簡易型計時計分系統,最低標,120000,120000,財物類,公開取得報價單或企劃書,未達公告金額,2019/4/23
臺北大眾捷運股份有限公司,C08A02162,車間氣管採購,最低標,1838000,1838000,財物類,公開招標,公告金額以上未達查核金額,2019/6/14
臺北市政府,1080325P0036,108年度節能燈具汰換財物採購案,最低標,17390800,17390800,財物類,公開招標,公告金額以上未達查核金額,2019/6/19
臺北市立動物園,10820401-1,108年度員工文康活動-新溪口吊橋三峽老街一日遊勞務委託案(第一次新增項目),最低標,358020,12240,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/5/15
臺北市內湖區西湖國民小學,108B06,108學年度畢業班校外教學參觀活動勞務採購,最有利標,467900,467900,勞務類,公開取得報價單或企劃書,未達公告金額,2019/5/22
臺北市立成功高級中學,D108012,八德樓前部走廊及樓梯油漆修繕勞務採購案,最低標,903840,553840,勞務類,公開取得報價單或企劃書,未達公告金額,2019/5/28
臺北市大同區蓬萊國民小學,B10813,108年度資訊及周邊設備財物採購案,最有利標,850174,850174,財物類,公開取得報價單或企劃書,未達公告金額,2019/5/29
臺北市政府工務局水利工程處,108164,劍潭抽水站2、3 號抽水機聯軸器檢修案,最低標,359100,359100,勞務類,公開取得報價單或企劃書,未達公告金額,2019/5/28
臺北市政府觀光傳播局,1080045,108年度歐洲地區觀光推廣暨海外行銷案,最有利標,6900000,4900000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/7/3
臺北市政府交通局,108021,108年黃色反光棒球帽採購案(開口契約),最低標,500000,500000,財物類,公開取得報價單或企劃書,未達公告金額,2019/5/28
臺北市立弘道國民中學,10710-1,108年度制服運動服財物採購案,最低標,2434200,1217100,財物類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/5/20
臺北市立聯合醫院,A108042,【核醫藥物自動分裝系統】1套,最低標,2850000,2850000,財物類,公開招標,公告金額以上未達查核金額,2019/5/10
臺北市立萬芳高級中學,10826,108學年度新生服裝採購,最低標,3750180,3750180,財物類,公開招標,公告金額以上未達查核金額,2019/6/6
臺北大眾捷運股份有限公司,C08A03088,永大電梯用CPC模組等27項採購,最低標,993447,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/5/30
臺北市立大學,B108050,科學館氣相層析質譜儀系統搬運及維修案,最低標,498750,498750,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/6/3
臺北市立成功高級中學,D108013,108年度消防設備安檢修繕採購案,最有利標,829560,479560,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/5
臺北大眾捷運股份有限公司,C08A02637,加值讀卡機組等3項採購,最低標,999000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/6
臺北市政府工務局大地工程處,GEO1083089,108年度臺北市林地整體發展建議委託專業服務案,最有利標,900000,900000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/7/8
臺北市都市更新處,108026, 依山小綠洲後巷環境改善接續工程,最低標,2851339,2851339,工程類,公開招標,公告金額以上未達查核金額,2019/6/18
臺北市內湖區康寧國民小學,10810,退縮無遮簷人行道空間鋪面更新暨學校圍牆整修工程委託設計監造技術服務,最有利標,153991,153991,勞務類,公開取得報價單或企劃書,未達公告金額,2019/5/24
臺北市內湖區南湖國民小學,10813,108年度幼兒園遊戲場整修工程委託規劃設計及監造技術服務勞務採購,最有利標,200366,200366,勞務類,公開取得報價單或企劃書,未達公告金額,2019/5/27
臺北市政府觀光傳播局,1071212S0208a108-01,108年度宣導短片託播案第1次變更契約,最低標,3999038,3999038,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/5/20
臺北大眾捷運股份有限公司,B08C03799,K區地下街鐵捲門周邊零件及防火逃生門磁扣裝置改善工作,最低標,3428000,3428000,勞務類,公開招標,公告金額以上未達查核金額,2019/6/6
臺北市信義區興雅國民小學,108C001,108年度仁愛樓教室走廊牆面改善工程,最低標,2677503,2677503,工程類,公開招標,公告金額以上未達查核金額,2019/5/14
臺北市松山區公所,108319,108年臺北市松山區區民活動中心電子門鎖、冷氣及照明節電卡設備更新工程,最有利標,783900,783900,工程類,公開取得報價單或企劃書,未達公告金額,2019/6/11
臺北市立美術館,108EX0069,「她的抽象」展覽平面設計委任案,最有利標,150000,150000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/13
臺北市政府文化局,108A182,108年受保護樹木宣導計畫,最有利標,700000,700000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/7/8
臺北市萬華區雙園國民小學,108104,中央廚房設施設備改善工程,最低標,2709378,2709378,工程類,公開招標,公告金額以上未達查核金額,2019/6/11
臺北市文山區木柵國民小學,814,108年度學校廚房設備購置採購案,最有利標,828440,828440,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/4
臺北市立三民國民中學,108019,108學年度制服採購案,最低標,742500,251551,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/5/28
臺北市交通管制工程處,te108047,臺北市交通號誌不斷電系統,最有利標,9828000,1433250,勞務類,公開招標,公告金額以上未達查核金額,2019/6/21
臺北市北投區大屯國民小學,10805,108學年度廚房勞務委外採購案,最有利標,4230000,2115000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/25
臺北市政府文化局,108A169,臺北木偶劇團《大鬧水晶宮》及《寶蓮燈》受邀參加喬治市藝術節-島嶼島Isle to Isle活動,最低標,650400,650400,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/5/15
臺北市稅捐稽徵處,1080122915,108年增置防火牆採購案,最有利標,3142920,3142920,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/20
臺北自來水事業處,10831105V19,108年度臺北水道水源地及草山水道系統影片拍攝案,最有利標,1850000,1850000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/7/15
臺北市內湖區文湖國民小學,1080501,108年度新加坡國際教育活動,最有利標,760000,760000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/5/17
臺北市政府,1080417C0082,第一殯儀館遺體冷藏庫及相關設施汰換工程,最低標,10622674,10622674,工程類,公開招標,公告金額以上未達查核金額,2019/5/24
臺北市政府社會局,1081003,臺北市松山區民生社區大樓9樓整修工程,最低標,3382825,3382825,工程類,公開招標,公告金額以上未達查核金額,2019/6/5
臺北市內湖區麗山國民小學,LS10811,108學年度畢業紀念冊委託攝影製作財物採購,最有利標,188600,188600,財物類,公開取得報價單或企劃書,未達公告金額,2019/5/29
臺北市立浩然敬老院,HJC10806,院民個案管理系統功能擴充,最低標,237500,237500,勞務類,公開招標,未達公告金額,2019/6/10
臺北市大同區大龍國民小學,1080503,108學年度委託辦理兒童課後照顧服務,最有利標,9006180,4503090,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/14
臺北市內湖區碧湖國民小學,10806,108學年度中央廚房勞務委外採購,最有利標,48239942,24119971,勞務類,限制性招標(經公開評選或公開徵求),巨額,2019/6/28
臺北市立東湖國民中學,10812,108年度「游泳池整修工程」委託設計(監造)技術服務,最有利標,357481,196615,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/4
臺北市立華江高級中學,108009,108年度多媒體設備採購案,最低標,574500,574500,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/6
臺北市立南湖高級中學,Nhush10816,108學年度畢業生紀念冊採購,最有利標,360000,360000,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/5
臺北市立北安國民中學,108302,108學年度新生夏冬制服財物採購,最低標,990600,330200,財物類,公開取得報價單或企劃書,未達公告金額,2019/5/23
臺北市立聯合醫院,108FD02,骨科人工關節類一批,最低標,48730400,134228580,財物類,公開招標,公告金額以上未達查核金額,2019/6/4
臺北大眾捷運股份有限公司,C08A03345,馬達控制器採購,最低標,599000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/5/29
臺北市政府工務局新建工程處,dig10806,108年度橋梁、隧道暨市區道路附掛纜線委外巡查工作（北區、南區）,最低標,9000000,9000000,勞務類,公開招標,公告金額以上未達查核金額,2019/3/5
臺北市政府,1071109S0167a108,108年查獲毒品案涉嫌人尿液檢驗採購案,最低標,10006000,7006000,勞務類,公開招標,查核金額以上未達巨額,2019/2/27
臺北市政府工務局大地工程處,GEO1085067,108年度臺北市山坡地農業環境改善工程委託設計監造技術服務案等2案,最有利標,4014000,4014000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/4/15
臺北市立松山高級工農職業學校,108B010P,108年度職務宿舍整修工程委託設計監造技術服務採購案,最有利標,257408,257408,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/12
臺北市南港區修德國民小學,108007,108年度臺北市國小南區本土語言學藝競賽現場錄影轉播及錄影剪輯後製採購案,最有利標,432000,220000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/18
臺北市政府捷運工程局第二區工程處,IYZX01,IYZX01標捷運初期路網車站出入口電扶梯中期改善工程,最有利標,414879944,364643092,工程類,公開招標,巨額,2019/7/16
臺北市政府消防局,651810815,108年度電氣設備類熔痕研磨拋光機採購案,最有利標,650000,650000,財物類,公開取得報價單或企劃書,未達公告金額,2019/8/5
臺北市萬華區東園國民小學,10814,108年教室環境改善工程委託設計及監造技術服務,最有利標,226127,226127,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/21
臺北市萬華區公所,10809-1,日祥區民活動中心整修工程-第一次契約變更,最低標,35000,35000,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/5/24
臺北大眾捷運股份有限公司,C08A03141,橫抗搖桿軸襯採購,最低標,1310400,預算金額不公開,財物類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/7/1
臺北市北投區石牌國民小學,SP10814,108學年度學校午餐外訂盒餐/桶餐採購案,最有利標,39231400,19615700,財物類,公開招標,公告金額以上未達查核金額,2019/6/28
臺北大眾捷運股份有限公司,C08A01139,車門滾輪採購,最低標,2044560,2044560,財物類,公開招標,公告金額以上未達查核金額,2019/4/29
臺北市立美術館,108EX0053,「第58屆威尼斯雙年展台灣館」立方體結構設計製作案,最低標,460885,460885,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/4/16
臺北市政府衛生局,W108029,108年臺北市老人健康檢查特約醫院品質提升暨實地輔導,最有利標,600000,600000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/5
臺北市政府衛生局,W108034,108年度臺北市兒童及青少年健康促進衛教宣導品,最低標,952000,952000,財物類,公開取得報價單或企劃書,未達公告金額,2019/5/7
臺北大眾捷運股份有限公司,C08A04153,功率場效電晶體模組等3項採購,最低標,219000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/13
臺北市信義區吳興國民小學,108005,108年度雨遮整修工程,最低標,1369319,1369319,工程類,公開招標,公告金額以上未達查核金額,2019/5/21
臺北市立聯合醫院,108C05,愛滋1/2型抗體確認試劑採購案,最低標,5800000,4350000,財物類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/12
臺北大眾捷運股份有限公司,C08A02240,鎳鎘蓄電池採購,最低標,168000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/11
臺北市立長安國民中學,10812,108學年度制服運動服財物採購,最低標,724400,362200,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/11
臺北市立麗山高級中學,1080019,108學年度高級中等學校特色招生考試分發命題設備採購案,最低標,438000,438000,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/18
臺北市立麗山高級中學,1080017,平板電腦採購案,最低標,358350,358350,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/19
臺北市立東湖國民中學,10813,108學年度學生桶餐財物採購,最有利標,18720000,9360000,財物類,公開招標,公告金額以上未達查核金額,2019/6/20
臺北市立聯合醫院,S108054A,電動跑步機(復健專用)採購案 ,最低標,400000,400000,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/11
臺北市大同區雙蓮國民小學,10808,108學年度畢業紀念冊採購案,最有利標,121000,121000,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/14
臺北市松山區民生國民小學,10802,108年度監視器財物採購案,最有利標,922709,922706,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/20
臺北市內湖區碧湖國民小學,10812,108學年度幼兒園增設2歲專班整修工程,最低標,6402812,6402812,工程類,公開招標,公告金額以上未達查核金額,2019/6/19
臺北大眾捷運股份有限公司,C08A03527,TSIS壓力感測器採購,最低標,999000,999000,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/19
臺北市大同區大龍國民小學,1080502-1,108年度庶務工作人力委外勞務採購,最有利標,216000,216000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/17
臺北市立聯合醫院,N10818,治療AIDS藥品招標案,最低標,1382400,1105920,財物類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/17
臺北市松山區健康國民小學,JKES108008,108學年度畢業紀念冊採購案,最有利標,152240,152240,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/6
臺北市立關渡國民中學,108KDB03,108學年度學生運動服採購,最低標,355450,355450,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/6/19
臺北大眾捷運股份有限公司,C08A01042,扶手帶導軌等19項採購,最低標,6386310,預算金額不公開,財物類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/28
臺北市北投區文林國民小學,W10810,108學年度幼兒園增設2歲專班整修工程,最低標,2818807,2818807,工程類,公開招標,公告金額以上未達查核金額,2019/6/25
臺北市中山區吉林國民小學,10805,108學年度六年級畢業校外教學活動勞務採購案,最有利標,590000,590000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/19
臺北大眾捷運股份有限公司,B08A02104,捷運板南線江子翠站、南港站、臺北車站及善導寺站出入口防洪門改善工作,最低標,3563742,3563742,勞務類,公開招標,公告金額以上未達查核金額,2019/6/21
臺北市政府工務局公園路燈工程管理處,108S023,108年度本處轄管公園委託夜間保全巡邏維護案,最有利標,17240000,17240000,勞務類,限制性招標(經公開評選或公開徵求),查核金額以上未達巨額,2019/3/22
臺北市文山區木柵國民小學,811,明德樓樓梯暨學校無障礙坡道扶手及活動中心地下室樓梯及地坪改善工程,最低標,1967877,1967877,工程類,公開招標,公告金額以上未達查核金額,2019/5/29
臺北市立聯合醫院,A108102,移動式藥櫃、處方箋鋼製儲架乙批,最低標,1095500,1095500,財物類,公開招標,公告金額以上未達查核金額,2019/6/18
臺北市政府工務局新建工程處,F108,108年度臺北市政府以容積代金基金採購私有公共設施保留地,最低標,498008000,498008000,財物類,公開招標,巨額,2019/7/23
臺北市立松山高級商業家事職業學校,108A004,108年度汽車充電柱設置工程,最低標,180600,180600,工程類,公開取得報價單或企劃書,未達公告金額,2019/6/18
臺北市中正區公所,1080301-1,108年度水源、富水、幸市區民活動中心修繕工程(第1次契約變更),最低標,255511,255511,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/5/30
臺北大眾捷運股份有限公司,B08E03471,K區地下街空調系統故障及專案改善工作,最低標,6420000,6420000,勞務類,公開招標,公告金額以上未達查核金額,2019/6/13
臺北市立聯合醫院,S108050,3D內視鏡影像系統2組,最低標,14000000,14000000,財物類,公開招標,公告金額以上未達查核金額,2019/5/15
臺北市大同區永樂國民小學,C10808,臺北市大同區太平國民小學108學年度中央廚房勞務委外採購案,最有利標,56525080,28262540,勞務類,限制性招標(經公開評選或公開徵求),巨額,2019/7/15
臺北市立民權國民中學,10806,108學年度學校午餐外訂桶餐,最有利標,18440400,9220200,財物類,公開招標,公告金額以上未達查核金額,2019/7/4
臺北市立西松高級中學,108B01004,108年資訊設備採購,最低標,228000,228000,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/6
臺北市立介壽國民中學,108C06001,108學年度八年級隔宿露營活動,最有利標,1497600,1497600,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/12
臺北市立中山女子高級中學,108302,108年市有公用房地提供使用-熱食部招租案,最有利標,744696,372348,財物類,公開取得報價單或企劃書,未達公告金額,2019/5/28
臺北市立聯合醫院,S108073,自動心肺復甦機(精密型),最低標,1500000,750000,財物類,公開招標,公告金額以上未達查核金額,2019/5/22
臺北大眾捷運股份有限公司,C08A03145,擋板馬達基座外蓋等6項採購,最低標,669150,669150,財物類,公開取得報價單或企劃書,未達公告金額,2019/5/21
臺北市政府消防局,652110832,108年度充電機採購案,最低標,125000,125000,財物類,公開取得電子報價單,未達公告金額,2019/6/4
臺北市政府捷運工程局第一區工程處,IFTX02,新莊區思源路分隔島及人行道新增候車亭工程,最低標,57609133,57609133,工程類,限制性招標(未經公開評選或公開徵求),查核金額以上未達巨額,2019/5/29
臺北大眾捷運股份有限公司,C08A04068,引入口端蓋次總成等2項採購,最低標,658000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/1
臺北市萬華區華江國民小學,1080602,108學年度幼兒園餐點非生鮮食材財物採購,最有利標,707470,707470,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/26
臺北市立麗山高級中學,1080021,南棟一樓公共空間改善採購案,最有利標,298000,298000,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/2
臺北大眾捷運股份有限公司,C08A03754,軌道維修車輪轂密封環等15項採購,最低標,403200,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/28
臺北市立聯合醫院,S108101,牙科治療椅(分離式),最低標,350000,350000,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/25
臺北市大安區金華國民小學,10812,108年度童軍銀河獨木舟體驗營勞務採購,最有利標,657666,657666,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/19
臺北市立陽明高級中學,108035,108年度9年級校外教學,最有利標,981000,981000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/19
臺北市政府觀光傳播局,1080051,「108年度臺北創新文化景點推廣」影片製作案,最有利標,500000,500000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/7/12
臺北市文山區興德國民小學,108001-1,108年度幼兒園空間改善工程,最低標,2944878,2944878,工程類,公開招標,公告金額以上未達查核金額,2019/6/19
臺北市政府地政局土地開發總隊,10807,108年度軌道式坐標讀取儀採購,最低標,411800,411800,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/17
臺北市北投區石牌國民小學,SP10816,108學年度幼兒園西點麵包餐點採購案,最有利標,995680,995680,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/26
臺北市立大學,C108072,紅外光束分析儀,最低標,220000,220000,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/16
臺北市中正區忠義國民小學,ZY1080630,108年度事務工友勞務委外採購案,最有利標,612000,180000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/7/4
臺北市立聯合醫院,S108124,遠紅外線治療儀3臺,最低標,150000,150000,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/3
臺北大眾捷運股份有限公司,C08A04568,48芯光纖纜線採購,最低標,161000,161000,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/3
臺北市立誠正國民中學,108C004,108年花蓮縣秀林震災災損復舊工程,最低標,721301,721301,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/6/13
臺北大眾捷運股份有限公司,C08A04411,軍規接頭等4項採購,最低標,300000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/17
臺北市立聯合醫院,A108120,大安門診部增設調劑相關設備,最低標,363200,363200,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/14
臺北市內湖區西湖國民小學,108B08,108年度冷氣電源改善工程暨校園能源管理系統委託規劃設計監造勞務採購,最有利標,314543,314543,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/11
臺北市政府勞動局,Y108018,108年度丙種職業安全衛生業務主管教育訓練課程委外採購案,最低標,1989000,1989000,勞務類,公開招標,公告金額以上未達查核金額,2019/6/17
臺北市立聯合醫院,108FJ01,屆期耳鼻衛材招標案,最低標,14980000,19483750,財物類,公開招標,公告金額以上未達查核金額,2019/6/25
臺北市松山區西松國民小學,108107,108學年度六年級校外教學參觀旅行活動,最有利標,1314000,1314000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/7/5
臺北市市場處,108B11,公有市場公共空間設施物品開口契約,最低標,1577690,1421120,財物類,公開招標,公告金額以上未達查核金額,2019/6/27
臺北市政府體育局,tms108112,108年全國運動會臺北市代表隊慰勞及慶功餐會勞務採購案,最有利標,960000,960000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/7/16
臺北市立龍門國民中學,108LM10,108年度消防設施改善財物採購,最有利標,436960,436960,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/3
臺北市中正區河堤國民小學,10806,108年度英語教室及自然教室改善工程,最低標,1995112,1995112,工程類,公開招標,公告金額以上未達查核金額,2019/6/20
臺北市立南港高級工業職業學校,108A06,臥式射出成形機,最低標,1203000,1203000,財物類,公開招標,公告金額以上未達查核金額,2019/6/21
臺北市立聯合醫院,A108070,電子體重計(多功能平台式)1台,最低標,195000,195000,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/28
臺北市立內湖高級中學,10817,108年度能源管理系統建置工程,最低標,456240,456240,工程類,公開取得報價單或企劃書,未達公告金額,2019/6/27
臺北市政府,1080517C0114,辛亥生態（文木91號）公園新建工程,最有利標,103000000,92001412,工程類,公開招標,查核金額以上未達巨額,2019/7/26
臺北市立中正高級中學,108001,108年豪雨防淹閘門需求,最有利標,350000,350000,工程類,公開取得報價單或企劃書,未達公告金額,2019/6/26
臺北市大安區大安國民小學,10816,108學年度學童午餐財物採購,最有利標,14040000,7020000,財物類,公開招標,公告金額以上未達查核金額,2019/7/5
臺北市立圖書館,108003AC,108年度三興分館廁所整修工程,最低標,2313914,2313914,工程類,公開招標,公告金額以上未達查核金額,2019/6/18
臺北大眾捷運股份有限公司,B07A06380,文湖線電聯車車體外部噴漆工作,最低標,1750831,1750831,勞務類,公開招標,公告金額以上未達查核金額,2019/7/3
臺北市政府,1080131C0012,108-109年大安第9、古亭第10及內湖第11公墓墓區整理遷置工程,最有利標,42469259,42469259,工程類,公開招標,公告金額以上未達查核金額,2019/7/1
臺北市政府,1080520S0095,臺北流行音樂中心北基地全區108及109年度委託物業管理專案服務,最有利標,39000000,26000000,勞務類,限制性招標(經公開評選或公開徵求),巨額,2019/7/18
臺北市立雙園國民中學,B10805-1,臺北市立雙園國民中學108學年度學校午餐(桶餐)供應採購,最有利標,6084000,3042000,財物類,公開招標,公告金額以上未達查核金額,2019/6/26
臺北市松山區三民國民小學,10808,108學年度校外教學遊覽車租賃預約式勞務採購,最有利標,360200,180100,勞務類,公開取得報價單或企劃書,未達公告金額,2019/6/25
臺北市文山區指南國民小學,108B03,108小學、幼兒園大型遊具,最有利標,914400,914400,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/24
臺北市政府財政局,CA1080302,臺北市士林區福林段二小段573地號市有土地設定地上權契約之爭議處理法律諮詢服務採購案,最低標,480000,480000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/6/11
臺北市政府,1080514C0108,108年非洲區長頸鹿展場及內舍空間改善工程,最低標,6181155,6181155,工程類,公開招標,公告金額以上未達查核金額,2019/7/2
臺北市立芳和實驗國民中學,10813,108年一棟西側一至四樓廁所暨三棟二至四樓廁所改善工程,最低標,4983955,4983955,工程類,公開招標,公告金額以上未達查核金額,2019/6/25
臺北市立聯合醫院,S108145,一氧化碳濃度測量儀,最低標,181300,181300,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/3
臺北市中正區河堤國民小學,10813,108年度幼兒園教學環境設施設備改善工程,最低標,345381,345381,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/6/28
臺北市政府,1080425S0088,臺北最High新年城-2020跨年活動,最有利標,8500000,8000000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/7/15
臺北市政府捷運工程局第二區工程處,DJ105-CN-C40,臺中捷運烏日文心北屯線施工期間技術服務(含監造簽證)及軌道工程監造服務之CN-C40(CPN-C25)契約變更案,最低標,409309,409309,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/5/22
臺北市政府文化局,108A206,第二期文化館所易讀系統示範計畫,最有利標,1500000,1500000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/8/6
臺北市文山區明道國民小學,10815,108年溜冰隊西班牙巴塞隆納比賽,最有利標,1173000,1173000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/18
臺北市政府,1080527S0098,臺北市政府教育局108至109學年度身心障礙無法自行上下學特教學生交通車服務,最低標,166572000,79320000,勞務類,公開招標,巨額,2019/7/1
臺北市立中正高級中學,108027,「室內溫水游泳池新建工程」資訊環境建置,最有利標,980000,980000,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/11
臺北大眾捷運股份有限公司,C08A01319,後心軸導件等17項採購,最低標,700000,700000,財物類,公開取得報價單或企劃書,未達公告金額,2019/4/18
臺北市藝文推廣處,C108106,108年暑期兒童音樂劇夏令營,最有利標,700000,700000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/5/20
臺北市立內湖高級工業職業學校,108232,「108學年度第1學期教科書（全華版）」財物採購案,最低標,280446,280446,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/7/3
臺北市萬華區大理國民小學,10811,108年度平板電腦暨充電車資訊周邊設備採購,最低標,504000,504000,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/11
臺北市立聯合醫院,R108048,社區整合式篩檢資訊管理系統後續功能增修,最低標,1960000,980000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/7/15
臺北大眾捷運股份有限公司,C08A02702,空氣彈簧採購,最低標,1160000,預算金額不公開,財物類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/4
臺北市政府消防局,652110834,108年度聲門上呼吸道裝置採購案,最低標,2000000,1000000,財物類,公開招標,公告金額以上未達查核金額,2019/6/27
臺北市大安區仁愛國民小學,10806,108年度資訊週邊設備採購,最低標,286000,286000,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/3
臺北市北投區義方國民小學,10805,108年度能源管理系統建置工程採購案,最有利標,455131,455131,工程類,公開取得報價單或企劃書,未達公告金額,2019/6/26
臺北市立木柵高級工業職業學校,108048,電動絞牙機,最低標,278500,278500,財物類,公開取得報價單或企劃書,未達公告金額,2019/6/25
臺北市政府社會局,1082077,臺北市松山社福大樓建築物耐震能力補強辦理委託規劃設計監造技術服務,最有利標,703450,703450,勞務類,公開取得報價單或企劃書,未達公告金額,2019/8/5
臺北市政府主計處,108010,2019主計法規彙編,最低標,154780,154780,財物類,公開取得電子報價單,未達公告金額,2019/7/3
臺北市立木柵高級工業職業學校,108051,108年度班級設備及實習教學設備採購,最低標,275230,275230,財物類,公開取得報價單或企劃書,未達公告金額,2019/7/2
